x	y	atlas	label	corr	color
0.16928984224796295	0.3229422867298126	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.17415356636047363	0.20282670855522156	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.2525657117366791	0.3139277994632721	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.43342697620391846	0.5014320015907288	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.18140168488025665	-0.17865300178527832	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.21554940938949585	-0.02574026584625244	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.13374759256839752	0.09609034657478333	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.4265773892402649	0.1857488602399826	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.7229688167572021	0.32069268822669983	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.0229219198226929	0.5009217858314514	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.096498727798462	0.6367921233177185	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.1774564981460571	0.7414730787277222	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.2657952308654785	0.8149645924568176	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.2879427671432495	0.5952878594398499	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.42190998792648315	-0.1554536074399948	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.4270588159561157	-0.035768792033195496	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.32416436076164246	0.08083432912826538	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.821609616279602	0.28883615136146545	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.2646150588989258	0.4659108519554138	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.6531808376312256	0.6120583415031433	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.7433241605758667	0.6379069089889526	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.755637526512146	0.6399942636489868	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.690120816230774	0.6183204650878906	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.651735782623291	0.3707329332828522	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.6815266609191895	-0.07765138894319534	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.6619839072227478	0.0015387634048238397	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
0.5474065542221069	0.10209565609693527	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.2483502626419067	0.45703431963920593	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
1.7622038125991821	0.5901819467544556	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
2.0889673233032227	0.5015385150909424	8.0	Temporal_Lobe	0.25407126545906067	#7AC5CD
